"team_name","team_selection2_name","team_selection2_year","team_selection2_selection3_name","team_selection2_selection3_Date","team_selection2_selection3_Event","team_selection2_selection3_Time","team_selection2_selection3_Place"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Razorback Invitational","Jan 26-27, 2018","800","2:06.33","7th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Larry Wieczorek Invitational","Jan 19-20, 2018","Mile","4:49.63","3rd (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Cyclone Duals","Dec 8, 2017","4x400","3:59.03","1st (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","21:41.7","43rd"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","6K","22:45.7","70th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","NCAA Division I West Preliminary Round","May 25-27, 2017","800","2:14.92","47th (P)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","4x400","3:44.44","9th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","2017 Drake Relays presented by Hy-Vee","Apr 26-29, 2017","DMR","11:28.90","3rd (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Stanford Cardinal Classic","Apr 21-22, 2017","1500","4:27.77","1st (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Stanford Invitational","Mar 31 - Apr 1, 2017","800","2:09.82","20th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","DMR","11:35.29","4th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Iowa State Classic","Feb 10-11, 2017","800","2:09.24","17th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","42nd Annual Frank Sevigne Husker Invitational","Feb 3-4, 2017","800","2:13.08","5th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Larry Wieczorek Invitational","Jan 20-21, 2017","4x400","3:49.01","3rd (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Nuttycombe Wisconsin Invitational B Race","Oct 14, 2016","6K","23:17.2","99th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","ROY GRIAK INVITATIONAL","Sep 24, 2016","6K","25:05.7","259th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Hawkeye Invitational - Bradley vs Iowa State","Sep 2, 2016","3K","10:38.4","16th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Hawkeye Invitational - Creighton vs Iowa State","Sep 2, 2016","3K","10:38.4","16th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Hawkeye Invitational - Drake vs Iowa State","Sep 2, 2016","3K","10:38.4","16th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Hawkeye Invitational - Illinois State vs Iowa State","Sep 2, 2016","3K","10:38.4","16th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Hawkeye Invitational - Illinois vs Iowa State","Sep 2, 2016","3K","10:38.4","16th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Hawkeye Invitational - Iowa State vs Missouri","Sep 2, 2016","3K","10:38.4","16th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Hawkeye Invitational - Iowa State vs Northern Iowa","Sep 2, 2016","3K","10:38.4","16th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Hawkeye Invitational - Iowa vs Iowa State","Sep 2, 2016","3K","10:38.4","16th"
"Iowa State","Stenman-Fahey, Erinn","JR-3","NCAA Division I West Preliminary Round","May 26-28, 2016","800","2:18.98","45th (P)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Big 12 Outdoor Track & Field Championships","May 13-15, 2016","4x400","3:43.62","6th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","2016 Drake Relays presented by Hy-Vee","Apr 27-30, 2016","4x800","8:43.13","6th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Virginia Challenge","Apr 22-23, 2016","1500","DNF","9th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","2016 Jim Duncan Invitational","Apr 15-16, 2016","800","2:08.98","1st (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","San Francisco State Distance Carnival","Apr 1-2, 2016","1500","4:33.44","14th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Stanford Invitational","Apr 1-2, 2016","800","2:13.11","47th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","University of Tulsa Duels","Mar 18-19, 2016","1500","4:40.97","3rd (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Big 12 Indoor Track & Field Championships","Feb 26-27, 2016","DMR","11:40.72","5th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Iowa State Classic","Feb 12-13, 2016","800","2:10.71","20th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Razorback Invitational","Jan 29-30, 2016","DMR","11:20.88","5th (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","Big 4 Duals","Jan 23, 2016","4x400","3:46.78","2nd (F)"
"Iowa State","Stenman-Fahey, Erinn","JR-3","2016 Holiday Inn Invitational","Jan 15-16, 2016","4x400","3:50.74","1st (F)"
"Iowa State","Vestri, Amanda","SO-2","NCAA DI Cross Country Championships","Nov 17, 2018","6K","21:01.4","90th"
"Iowa State","Vestri, Amanda","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","20:53.7","12th"
"Iowa State","Vestri, Amanda","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","6K","20:35.8","7th"
"Iowa State","Vestri, Amanda","SO-2","Bradley Pink Classic","Oct 12, 2018","6K","20:50.0","8th"
"Iowa State","Vestri, Amanda","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","20:48.7","54th"
"Iowa State","Vestri, Amanda","SO-2","IAAF World U20 Championships","Jul 10-15, 2018","3000","9:21.95","13th (F)"
"Iowa State","Vestri, Amanda","SO-2","NCAA West Preliminary Round","May 24-26, 2018","5000","16:10.63","25th (P)"
"Iowa State","Vestri, Amanda","SO-2","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","10,000","35:11.45","3rd (F)"
"Iowa State","Vestri, Amanda","SO-2","2018 Cardinal Classic","Apr 20-21, 2018","5000","16:14.19","3rd (F)"
"Iowa State","Vestri, Amanda","SO-2","Stanford Invitational","Mar 30-31, 2018","5000","16:22.88","3rd (F)"
"Iowa State","Vestri, Amanda","SO-2","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","5000","16:43.64","3rd (F)"
"Iowa State","Vestri, Amanda","SO-2","Iowa State Classic","Feb 9-10, 2018","3000","9:29.03","16th (F)"
"Iowa State","Vestri, Amanda","SO-2","Razorback Invitational","Jan 26-27, 2018","3000","9:30.50","3rd (F)"
"Iowa State","Vestri, Amanda","SO-2","Larry Wieczorek Invitational","Jan 19-20, 2018","Mile","4:54.43","8th (F)"
"Iowa State","Vestri, Amanda","SO-2","NCAA Division I Cross Country Championships","Nov 18, 2017","6K","21:10.3","160th"
"Iowa State","Vestri, Amanda","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","20:29.5","11th"
"Iowa State","Vestri, Amanda","SO-2","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","20:30.0","8th"
"Iowa State","Vestri, Amanda","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Oct 13, 2017","6K","21:06.7","89th"
"Iowa State","Vestri, Amanda","SO-2","ROY GRIAK INVITATIONAL","Sep 23, 2017","6K","22:08.7","18th"
"Iowa State","Vestri, Amanda","SO-2","Hawkeye Invitational - Creighton vs Iowa State","Sep 1, 2017","4K","14:02.2","7th"
"Iowa State","Vestri, Amanda","SO-2","Hawkeye Invitational - Drake vs Iowa State","Sep 1, 2017","4K","14:02.2","7th"
"Iowa State","Vestri, Amanda","SO-2","Hawkeye Invitational - Illinois State vs Iowa State","Sep 1, 2017","4K","14:02.2","7th"
"Iowa State","Vestri, Amanda","SO-2","Hawkeye Invitational - Iowa Central CC vs Iowa State","Sep 1, 2017","4K","14:02.2","7th"
"Iowa State","Vestri, Amanda","SO-2","Hawkeye Invitational - Iowa State vs Northern Iowa","Sep 1, 2017","4K","14:02.2","7th"
"Iowa State","Vestri, Amanda","SO-2","Hawkeye Invitational - Iowa vs Iowa State","Sep 1, 2017","4K","14:02.2","7th"
"Iowa State","Wright, Gwynne","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:45.4","45th"
"Iowa State","Wright, Gwynne","SO-2","Bradley Pink Classic","Oct 12, 2018","6K","21:29.7","31st"
"Iowa State","Wright, Gwynne","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","21:55.8","36th"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational","Aug 31, 2018","4K","14:40.2","8th"
"Iowa State","Wright, Gwynne","SO-2","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","5000","18:01.20","20th (F)"
"Iowa State","Wright, Gwynne","SO-2","2018 Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","19:26.25","2nd (F)"
"Iowa State","Wright, Gwynne","SO-2","Drake Relays presented by Hy-Vee","Apr 25-28, 2018","4x1600","19:26.25","2nd (F)"
"Iowa State","Wright, Gwynne","SO-2","2018 Cardinal Classic","Apr 20-21, 2018","1500","4:27.27","4th (F)"
"Iowa State","Wright, Gwynne","SO-2","39th Sun Angel Classic","Apr 5-7, 2018","1500","4:29.50","9th (F)"
"Iowa State","Wright, Gwynne","SO-2","Stanford Invitational","Mar 30-31, 2018","1500","4:29.78","8th (F)"
"Iowa State","Wright, Gwynne","SO-2","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","Mile","4:52.86","8th (P)"
"Iowa State","Wright, Gwynne","SO-2","Iowa State Classic","Feb 9-10, 2018","3000","10:13.59","21st (F)"
"Iowa State","Wright, Gwynne","SO-2","Razorback Invitational","Jan 26-27, 2018","3000","9:53.99","13th (F)"
"Iowa State","Wright, Gwynne","SO-2","Larry Wieczorek Invitational","Jan 19-20, 2018","Mile","4:59.94","13th (F)"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational","Jan 12-13, 2018","1000","2:58.94","2nd (F)"
"Iowa State","Wright, Gwynne","SO-2","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","1500","4:39.68","16th (P)"
"Iowa State","Wright, Gwynne","SO-2","2017 Drake Relays presented by Hy-Vee","Apr 26-29, 2017","5000","17:17.16","26th (F)"
"Iowa State","Wright, Gwynne","SO-2","Musco Twilight","Apr 22, 2017","1500","4:27.08","3rd (F)"
"Iowa State","Wright, Gwynne","SO-2","Stanford Invitational","Mar 31 - Apr 1, 2017","1500","4:34.11","10th (F)"
"Iowa State","Wright, Gwynne","SO-2","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","3000","9:42.37","14th (F)"
"Iowa State","Wright, Gwynne","SO-2","Iowa State Classic","Feb 10-11, 2017","3000","9:43.96","27th (F)"
"Iowa State","Wright, Gwynne","SO-2","Larry Wieczorek Invitational","Jan 20-21, 2017","Mile","4:57.01","3rd (F)"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational","Jan 13-14, 2017","800","2:15.15","2nd (F)"
"Iowa State","Wright, Gwynne","SO-2","Nuttycombe Wisconsin Invitational B Race","Oct 14, 2016","6K","23:58.0","113rd"
"Iowa State","Wright, Gwynne","SO-2","ROY GRIAK INVITATIONAL","Sep 24, 2016","6K","25:06.3","261st"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational - Bradley vs Iowa State","Sep 2, 2016","3K","10:52.3","31st"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational - Creighton vs Iowa State","Sep 2, 2016","3K","10:52.3","31st"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational - Drake vs Iowa State","Sep 2, 2016","3K","10:52.3","31st"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational - Illinois State vs Iowa State","Sep 2, 2016","3K","10:52.3","31st"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational - Illinois vs Iowa State","Sep 2, 2016","3K","10:52.3","31st"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational - Iowa State vs Missouri","Sep 2, 2016","3K","10:52.3","31st"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational - Iowa State vs Northern Iowa","Sep 2, 2016","3K","10:52.3","31st"
"Iowa State","Wright, Gwynne","SO-2","Hawkeye Invitational - Iowa vs Iowa State","Sep 2, 2016","3K","10:52.3","31st"
"Kansas","Barton, Alexys","RS/Una","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","22:28.0","66th"
"Kansas","Barton, Alexys","RS/Una","adidas DI Pre Nationals","Oct 14, 2017","6K","22:42.1","238th"
"Kansas","Cooney, Riley","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","22:00.7","90th"
"Kansas","Cooney, Riley","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:07.5","22nd"
"Kansas","Cooney, Riley","SR-4","Wisconsin Pre Nationals","Oct 13, 2018","6K","21:51.0","106th"
"Kansas","Cooney, Riley","SR-4","Rim Rock Classic","Sep 29, 2018","6K","22:05.0","8th"
"Kansas","Cooney, Riley","SR-4","Bob Timmons Invitational","Sep 1, 2018","5K","19:11.5","4th"
"Kansas","Cooney, Riley","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","21:31.0","78th"
"Kansas","Cooney, Riley","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","22:12.5","58th"
"Kansas","Cooney, Riley","SR-4","adidas DI Pre Nationals","Oct 14, 2017","6K","23:05.8","259th"
"Kansas","Cooney, Riley","SR-4","Rim Rock Farm Collegiate Classic","Sep 30, 2017","6K","22:26.5","7th"
"Kansas","Cooney, Riley","SR-4","Bob Timmons Dual Classic KU vs Oral Roberts","Sep 2, 2017","5K","18:39.4","5th"
"Kansas","Cooney, Riley","SR-4","Bob Timmons Dual Classic KU vs UMKC","Sep 2, 2017","5K","18:39.4","7th"
"Kansas","Cooney, Riley","SR-4","2016 Big 12 Cross Country Championships","Oct 29, 2016","6K","22:51.8","62nd"
"Kansas","Cooney, Riley","SR-4","ISU adidas Pre Nationals","Oct 15, 2016","6K","23:18.0","39th"
"Kansas","Cooney, Riley","SR-4","Rim Rock Classic","Oct 1, 2016","6K","22:04.4","18th"
"Kansas","Cooney, Riley","SR-4","Bob Timmons Classic","Sep 3, 2016","5K","18:27.9","2nd"
"Kansas","Cooney, Riley","SR-4","Bob Timmons Classic KU vs Oral Roberts","Sep 3, 2016","5K","18:27.9","2nd"
"Kansas","Cooney, Riley","SR-4","Bob Timmons Classic KU vs UMKC","Sep 3, 2016","5K","18:27.9","2nd"
"Kansas","Driscoll, Hannah","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","22:08.9","55th"
"Kansas","Driscoll, Hannah","SR-4","Wisconsin Pre Nationals","Oct 13, 2018","6K","22:26.6","43rd"
"Kansas","Driscoll, Hannah","SR-4","Rim Rock Classic","Sep 29, 2018","6K","22:17.6","12th"
"Kansas","Driscoll, Hannah","SR-4","Bob Timmons Invitational","Sep 1, 2018","5K","19:20.3","6th"
"Kansas","Eubanks, Marleena","RS/Una","","","","",""
"Kansas","Gueldner, Cameron","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","22:16.3","113rd"
"Kansas","Gueldner, Cameron","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:40.6","40th"
"Kansas","Gueldner, Cameron","SO-2","Wisconsin Pre Nationals","Oct 13, 2018","6K","22:32.7","47th"
"Kansas","Gueldner, Cameron","SO-2","Rim Rock Classic","Sep 29, 2018","6K","22:47.5","20th"
"Kansas","Gueldner, Cameron","SO-2","Bob Timmons Invitational","Sep 1, 2018","5K","19:48.6","10th"
"Kansas","Harrell, Lauren","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 09, 2018","6K","22:11.5","109th"
"Kansas","Harrell, Lauren","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:26.5","32nd"
"Kansas","Harrell, Lauren","SR-4","Wisconsin Pre Nationals","Oct 13, 2018","6K","22:33.3","173rd"
"Kansas","Harrell, Lauren","SR-4","Bob Timmons Invitational","Sep 01, 2018","5K","18:51.0","2nd"
"Kansas","Harrell, Lauren","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","21:53.0","113rd"
"Kansas","Harrell, Lauren","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","21:50.5","50th"
"Kansas","Harrell, Lauren","SR-4","adidas DI Pre Nationals","Oct 14, 2017","6K","22:05.8","193rd"
"Kansas","Harrell, Lauren","SR-4","Rim Rock Farm Collegiate Classic","Sep 30, 2017","6K","22:13.2","6th"
"Kansas","Harrell, Lauren","SR-4","Bob Timmons Dual Classic KU vs Oral Roberts","Sep 02, 2017","5K","18:31.0","4th"
"Kansas","Harrell, Lauren","SR-4","Bob Timmons Dual Classic KU vs UMKC","Sep 02, 2017","5K","18:31.0","5th"
"Kansas","Hill, Talley","FR-1","Bob Timmons Invitational","Sep 1, 2018","5K","20:58.4","15th"
"Kansas","Johnson, Avryl","RS/Una","","","","",""
"Kansas","Landes, Erika","RS/Una","","","","",""
"Kansas","Lauschke, Lisa","JR-3","Rim Rock Classic","Sep 29, 2018","6K","24:11.3","56th"
"Kansas","Lauschke, Lisa","JR-3","Rim Rock Farm Collegiate Classic","Sep 30, 2017","6K","24:01.6","22nd"
"Kansas","Lauschke, Lisa","JR-3","Bob Timmons Dual Classic KU vs Oral Roberts","Sep 2, 2017","5K","20:39.7","7th"
"Kansas","Lauschke, Lisa","JR-3","Bob Timmons Dual Classic KU vs UMKC","Sep 2, 2017","5K","20:39.7","12th"
"Kansas","Liggett, Catherine","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","6K","22:03.5","52nd"
"Kansas","Liggett, Catherine","SO-2","Wisconsin Pre Nationals","Oct 13, 2018","6K","22:53.7","199th"
"Kansas","Liggett, Catherine","SO-2","Rim Rock Classic","Sep 29, 2018","6K","22:12.4","11th"
"Kansas","Liggett, Catherine","SO-2","Bob Timmons Invitational","Sep 1, 2018","5K","18:44.0","1st"
"Kansas","Liggett, Catherine","SO-2","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","22:30.1","169th"
"Kansas","Liggett, Catherine","SO-2","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","23:09.2","81st"
"Kansas","Liggett, Catherine","SO-2","Rim Rock Farm Collegiate Classic","Sep 30, 2017","6K","23:16.8","18th"
"Kansas","Liggett, Catherine","SO-2","Bob Timmons Dual Classic KU vs Oral Roberts","Sep 2, 2017","5K","18:29.4","3rd"
"Kansas","Liggett, Catherine","SO-2","Bob Timmons Dual Classic KU vs UMKC","Sep 2, 2017","5K","18:29.4","4th"
"Kansas","Lokedi, Sharon","SR-4","NCAA DI Cross Country Championships","Nov 17, 2018","6K","20:40.8","45th"
"Kansas","Lokedi, Sharon","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","20:23.0","2nd"
"Kansas","Lokedi, Sharon","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","20:17.4","5th"
"Kansas","Lokedi, Sharon","SR-4","Wisconsin Pre Nationals","Oct 13, 2018","6K","20:11.9","6th"
"Kansas","Lokedi, Sharon","SR-4","Rim Rock Classic","Sep 29, 2018","6K","19:49.4","1st"
"Kansas","Lokedi, Sharon","SR-4","NCAA Division I Cross Country Championships","Nov 18, 2017","6K","20:15.2","44th"
"Kansas","Lokedi, Sharon","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","20:11.5","2nd"
"Kansas","Lokedi, Sharon","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","20:00.5","1st"
"Kansas","Lokedi, Sharon","SR-4","adidas DI Pre Nationals","Oct 14, 2017","6K","20:00.9","8th"
"Kansas","Lokedi, Sharon","SR-4","NCAA Division I Cross Country Championships","Nov 19, 2016","6K","19:52.2","5th"
"Kansas","Lokedi, Sharon","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 11, 2016","6K","20:00.7","2nd"
"Kansas","Lokedi, Sharon","SR-4","2016 Big 12 Cross Country Championships","Oct 29, 2016","6K","20:18.5","1st"
"Kansas","Lokedi, Sharon","SR-4","ISU adidas Pre Nationals","Oct 15, 2016","6K","20:26.3","10th"
"Kansas","Lokedi, Sharon","SR-4","Rim Rock Classic","Oct 1, 2016","6K","20:37.7","4th"
"Kansas","Lokedi, Sharon","SR-4","NCAA Division I Cross Country Championships","Nov 21, 2015","6K","20:04.9","10th"
"Kansas","Lokedi, Sharon","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 13, 2015","6K","20:14.9","3rd"
"Kansas","Lokedi, Sharon","SR-4","Big 12 Cross Country Championships","Oct 31, 2015","6K","21:09.6","11th"
"Kansas","Lokedi, Sharon","SR-4","DI Pre-Nationals","Oct 17, 2015","6K","20:08.3","4th"
"Kansas","Lokedi, Sharon","SR-4","Rim Rock Collegiate Classic","Oct 3, 2015","6K","20:42.4","1st"
"Kansas","Lokedi, Sharon","SR-4","2015 Bob Timmons Dual Classic","Sep 1, 2015","5K","DNS","60th"
"Kansas","Nuest, Hannah","RS/Una","","","","",""
"Kansas","Paule, Megan","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 09, 2018","6K","21:40.5","60th"
"Kansas","Paule, Megan","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:43.0","42nd"
"Kansas","Paule, Megan","SR-4","Wisconsin Pre Nationals","Oct 13, 2018","6K","22:01.5","120th"
"Kansas","Paule, Megan","SR-4","Rim Rock Classic","Sep 29, 2018","6K","22:03.2","7th"
"Kansas","Paule, Megan","SR-4","Bob Timmons Invitational","Sep 01, 2018","5K","19:12.9","5th"
"Kansas","Ryan, Ally","RS/Una","","","","",""
"Kansas","Ryan, Ally","FR-1","NCAA Division I Midwest Region Cross Country Championships","Nov 9, 2018","6K","21:28.3","41st"
"Kansas","Ryan, Ally","FR-1","Big 12 Cross Country Championships","Oct 26, 2018","6K","20:55.1","13th"
"Kansas","Ryan, Ally","FR-1","Wisconsin Pre Nationals","Oct 13, 2018","6K","21:35.1","78th"
"Kansas","Schroeder, Alaina","SR-4","2018 Rod McCravy Memorial Track & Field Meet","Feb 3, 2018","Mile","4:55.37","5th (F)"
"Kansas","Schroeder, Alaina","SR-4","2018 Mark Colligan Memorial","Jan 20, 2018","3000","9:46.18","3rd (F)"
"Kansas","Schroeder, Alaina","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 10, 2017","6K","20:38.9","18th"
"Kansas","Schroeder, Alaina","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","20:40.2","11th"
"Kansas","Schroeder, Alaina","SR-4","adidas DI Pre Nationals","Oct 14, 2017","6K","21:01.2","80th"
"Kansas","Schroeder, Alaina","SR-4","Rim Rock Farm Collegiate Classic","Sep 30, 2017","6K","21:32.5","3rd"
"Kansas","Schroeder, Alaina","SR-4","Bob Timmons Dual Classic KU vs Oral Roberts","Sep 2, 2017","5K","18:04.6","1st"
"Kansas","Schroeder, Alaina","SR-4","Bob Timmons Dual Classic KU vs UMKC","Sep 2, 2017","5K","18:04.6","2nd"
"Kansas","Schroeder, Alaina","SR-4","NCAA Division I West Preliminary Round","May 25-27, 2017","3000S","10:53.91","34th (P)"
"Kansas","Schroeder, Alaina","SR-4","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","3000S","10:21.37","4th (F)"
"Kansas","Schroeder, Alaina","SR-4","Rock Chalk Classic","Apr 28, 2017","1500","4:34.12","3rd (F)"
"Kansas","Schroeder, Alaina","SR-4","Kansas Relays","Apr 19-22, 2017","3000S","10:37.69","2nd (F)"
"Kansas","Schroeder, Alaina","SR-4","38th Sun Angel Classic","Apr 6-8, 2017","1500","4:37.73","6th (F)"
"Kansas","Schroeder, Alaina","SR-4","San Francisco State Distance Carnival","Mar 31 - Apr 1, 2017","5000","17:04.69","28th (F)"
"Kansas","Schroeder, Alaina","SR-4","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","5000","DNF","17th (F)"
"Kansas","Schroeder, Alaina","SR-4","Iowa State Classic","Feb 10-11, 2017","3000","9:53.57","37th (F)"
"Kansas","Schroeder, Alaina","SR-4","42nd Annual Frank Sevigne Husker Invitational","Feb 3-4, 2017","Mile","4:56.72","13th (F)"
"Kansas","Schroeder, Alaina","SR-4","2017 Rod McCravy Memorial T&F Meet","Jan 20-21, 2017","3000","9:46.44","11th (F)"
"Kansas","Schroeder, Alaina","SR-4","Wichita State vs Kansas vs Kansas State","Jan 12, 2017","3000","10:02.27","3rd (F)"
"Kansas","Schroeder, Alaina","SR-4","2017 Bill Easton Classic","Jan 6, 2017","DMR","12:26.34","3rd (F)"
"Kansas","Schroeder, Alaina","SR-4","2016 Bob Timmons Challenge","Dec 2, 2016","DMR","12:36.89","1st (F)"
"Kansas","Schroeder, Alaina","SR-4","Rock Chalk Classic","Apr 30, 2016","1500","4:44.95","11th (F)"
"Kansas","Schroeder, Alaina","SR-4","Kansas Relays","Apr 20-23, 2016","1500","4:48.80","17th (F)"
"Kansas","Schroeder, Alaina","SR-4","DI Pre-Nationals","Oct 17, 2015","6K","22:03.8","18th"
"Kansas","Schroeder, Alaina","SR-4","Rim Rock Collegiate Classic","Oct 3, 2015","6K","21:55.4","12th"
"Kansas","Schroeder, Alaina","SR-4","2015 Bob Timmons Dual Classic","Sep 1, 2015","5K","18:55.8","5th"
"Kansas","Schroeder, Alaina","SR-4","Big 12 Outdoor Track & Field Championships","May 15-17, 2015","5000","17:52.08","25th (F)"
"Kansas","Schroeder, Alaina","SR-4","Rock Chalk Classic","May 2, 2015","5000","17:22.53","3rd (F)"
"Kansas","Schroeder, Alaina","SR-4","Kansas Relays","Apr 15-17, 2015","5000","17:20.53","2nd (F)"
"Kansas","Schroeder, Alaina","SR-4","John McDonnell Invitational","Apr 10-11, 2015","1500","4:35.25","12th (F)"
"Kansas","Schroeder, Alaina","SR-4","Baylor Invitational","Apr 3, 2015","3000","9:54.52","2nd (F)"
"Kansas","Schroeder, Alaina","SR-4","2015 ESU Spring Open","Mar 28, 2015","1500","4:36.38","4th (F)"
"Kansas","Schroeder, Alaina","SR-4","Big 12 Indoor Track & Field Championships","Feb 27-28, 2015","3000","9:54.99","24th (F)"
"Kansas","Schroeder, Alaina","SR-4","Iowa State Classic","Feb 13-14, 2015","3000","9:54.16","23rd (F)"
"Kansas","Schroeder, Alaina","SR-4","40th Annual Frank Sevigne Husker Invitational","Feb 6-7, 2015","Mile","5:02.73","3rd (F)"
"Kansas","Schroeder, Alaina","SR-4","2015 Jayhawk Classic","Jan 29-30, 2015","3000","10:17.18","2nd (F)"
"Kansas","Schroeder, Alaina","SR-4","KSU-KU-WSU Triangular","Jan 17, 2015","3000","10:38.43","8th (F)"
"Kansas","Schroeder, Alaina","SR-4","2015 Bill Easton Classic","Jan 9, 2015","DMR","12:50.34","4th (F)"
"Kansas","Schroeder, Alaina","SR-4","NCAA Division I Midwest Region Cross Country Championships","Nov 14, 2014","3.73M","21:49.4","105th"
"Kansas","Schroeder, Alaina","SR-4","2014 Big 12 Cross Country Championship","Nov 1, 2014","6K","21:58.6","50th"
