"team_name","team_selection2_name","team_selection2_year","team_selection2_selection3_name","team_selection2_selection3_Date","team_selection2_selection3_Event","team_selection2_selection3_Time","team_selection2_selection3_Place"
"TCU","Barth, Erin","SR-4","Big 12 Conference Outdoor Track and Field Championships","05/11 - May 13, 2018","3000S","DNF",""
"TCU","Barth, Erin","SR-4","National Relay Championships","04/27 - Apr 28, 2018","3000S","11:35.43","7th (F)"
"TCU","Barth, Erin","SR-4","UF Tom Jones Memorial","Apr 13, 2018","3000S","11:25.80","5th (F)"
"TCU","Barth, Erin","SR-4","39th Sun Angel Classic","04/05 - Apr 07, 2018","3000S","11:41.91","6th (F)"
"TCU","Barth, Erin","SR-4","Roadrunner Invitational","03/22 - Mar 24, 2018","2000S","7:20.96","2nd (F)"
"TCU","Barth, Erin","SR-4","2018 TCU Invitational","03/16 - Mar 17, 2018","3000S","11:41.82","1st (F)"
"TCU","Barth, Erin","SR-4","Big 12 Indoor Track & Field Championships","02/23 - Feb 24, 2018","DMR","12:21.77","10th (F)"
"TCU","Barth, Erin","SR-4","Texas Tech Shootout","02/09 - Feb 10, 2018","Mile","5:10.98","2nd (F)"
"TCU","Barth, Erin","SR-4","Charlie Thomas Invitational","02/02 - Feb 03, 2018","3000","10:25.65","13th (F)"
"TCU","Barth, Erin","SR-4","New Mexico Team Invitational","Jan 27, 2018","Mile","5:22.75","10th (F)"
"TCU","Barth, Erin","SR-4","Red Raider Invitational","Jan 19, 2018","Mile","5:15.92","8th (F)"
"TCU","Barth, Erin","SR-4","Reveille Invitational","Dec 09, 2017","Mile","5:15.82","12th (F)"
"TCU","Barth, Erin","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","23:35.0","85th"
"TCU","Barth, Erin","SR-4","Joe Piane Notre Dame Invitational","Sep 29, 2017","5K","19:34.1","153rd"
"TCU","Barth, Erin","SR-4","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","16:04.8","37th"
"TCU","Barth, Erin","SR-4","Abilene Christian vs TCU","Sep 01, 2017","4K","14:50.2","26th"
"TCU","Barth, Erin","SR-4","TCU vs Baylor","Sep 01, 2017","4K","14:50.2","27th"
"TCU","Barth, Erin","SR-4","TCU vs Texas State","Sep 01, 2017","4K","14:50.2","26th"
"TCU","Barth, Erin","SR-4","Longhorn Invitational","04/28 - Apr 29, 2017","1500","5:02.55","10th (F)"
"TCU","Barth, Erin","SR-4","2017 Horned Frog Invitational","Apr 15, 2017","3000S","13:04.83","3rd (F)"
"TCU","Barth, Erin","SR-4","2017 TCU Invitational","03/17 - Mar 18, 2017","1500","4:54.71","12th (F)"
"TCU","Barth, Erin","SR-4","Texas A&M Invitational","Sep 24, 2016","6K","23:43.5","95th"
"TCU","Barth, Erin","SR-4","North Texas Ken Garland Inivitational","Sep 17, 2016","3.12M","20:08.1","36th"
"TCU","Barth, Erin","SR-4","Incarnate Word vs TCU (Women)","Sep 01, 2016","4K","15:54.4","50th"
"TCU","Barth, Erin","SR-4","North Texas vs TCU (Women)","Sep 01, 2016","4K","15:54.4","50th"
"TCU","Barth, Erin","SR-4","Ricardo Romo Invitational","03/24 - Mar 26, 2016","1500","4:58.33","10th (F)"
"TCU","Barth, Erin","SR-4","Big 12 Cross Country Championships","Oct 31, 2015","6K","24:38.5","87th"
"TCU","Barth, Erin","SR-4","DI Pre-Nationals","Oct 17, 2015","6K","23:37.5","202nd"
"TCU","Barth, Erin","SR-4","Longhorn Invitational Cross Country Meet","Oct 02, 2015","5K","20:29.8","40th"
"TCU","Barth, Erin","SR-4","Texas A&M Invitational","Sep 26, 2015","6K","22:58.8","90th"
"TCU","Barth, Erin","SR-4","Ken Garland Invitational","Sep 12, 2015","5K","19:29.5","31st"
"TCU","Barth, Erin","SR-4","Bear Twilight Invitational","Sep 01, 2015","4K","15:17.0","34th"
"TCU","Castillo, Mariah","FR-1","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","21:34.2","136th"
"TCU","Castillo, Mariah","FR-1","Texas A&M Invitational","Sep 22, 2018","6K","21:57.8","4th"
"TCU","Corah, Payton","FR-1","","","","",""
"TCU","Fairchild, Kelly","JR-3","Arturo Barrios Invitational","Oct 13, 2018","6K","23:36.8","144th"
"TCU","Fairchild, Kelly","JR-3","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","24:21.2","226th"
"TCU","Fairchild, Kelly","JR-3","Texas A&M Invitational","Sep 22, 2018","6K","24:19.6","72nd"
"TCU","Fairchild, Kelly","JR-3","Bear Twilight","Aug 31, 2018","4K","14:52.0","22nd"
"TCU","Fairchild, Kelly","JR-3","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","1500","4:54.45","21st (P)"
"TCU","Fairchild, Kelly","JR-3","National Relay Championships","Apr 27-28, 2018","1500","4:49.55","31st (F)"
"TCU","Fairchild, Kelly","JR-3","UF Tom Jones Memorial","Apr 13, 2018","1500","4:51.96","22nd (F)"
"TCU","Fairchild, Kelly","JR-3","39th Sun Angel Classic","Apr 5-7, 2018","1500","4:48.54","9th (F)"
"TCU","Fairchild, Kelly","JR-3","Roadrunner Invitational","Mar 22-24, 2018","1500","4:54.40","18th (F)"
"TCU","Fairchild, Kelly","JR-3","2018 TCU Invitational","Mar 16-17, 2018","1500","4:52.73","17th (F)"
"TCU","Fairchild, Kelly","JR-3","Texas Tech Shootout","Feb 9-10, 2018","Mile","5:18.13","6th (F)"
"TCU","Fairchild, Kelly","JR-3","Charlie Thomas Invitational","Feb 2-3, 2018","3000","10:33.32","18th (F)"
"TCU","Fairchild, Kelly","JR-3","New Mexico Team Invitational","Jan 27, 2018","Mile","5:24.82","13th (F)"
"TCU","Fairchild, Kelly","JR-3","Red Raider Invitational","Jan 19, 2018","Mile","5:23.16","10th (F)"
"TCU","Fairchild, Kelly","JR-3","Reveille Invitational","Dec 9, 2017","Mile","5:18.10","13th (F)"
"TCU","Fairchild, Kelly","JR-3","NCAA Division I South Central Region Cross Country Championships","Nov 10, 2017","6K","22:46.1","130th"
"TCU","Fairchild, Kelly","JR-3","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","23:24.7","84th"
"TCU","Fairchild, Kelly","JR-3","Abilene Christian vs TCU","Sep 1, 2017","4K","15:14.3","39th"
"TCU","Fairchild, Kelly","JR-3","TCU vs Baylor","Sep 1, 2017","4K","15:14.3","40th"
"TCU","Fairchild, Kelly","JR-3","TCU vs Texas State","Sep 1, 2017","4K","15:14.3","39th"
"TCU","Fairchild, Kelly","JR-3","Charlie Thomas Invitational","Feb 3-4, 2017","Mile","5:11.46","22nd (F)"
"TCU","Fairchild, Kelly","JR-3","Texas A&M Aggie Invitational","Jan 21, 2017","Mile","5:16.01","15th (F)"
"TCU","Hamel, Molly","SR-4","Bear Twilight","Aug 31, 2018","4K","16:02.6","51st"
"TCU","Hamel, Molly","SR-4","Red Raider Invitational","Jan 19, 2018","3000","10:51.23","9th (F)"
"TCU","Hamel, Molly","SR-4","Reveille Invitational","Dec 9, 2017","Mile","5:23.32","17th (F)"
"TCU","Hamel, Molly","SR-4","NCAA Division I South Central Region Cross Country Championships","Nov 10, 2017","6K","22:37.8","117th"
"TCU","Hamel, Molly","SR-4","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","23:47.8","86th"
"TCU","Hamel, Molly","SR-4","Texas A&M Invitational","Sep 23, 2017","6K","24:17.4","102nd"
"TCU","Hamel, Molly","SR-4","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","15:48.6","31st"
"TCU","Hamel, Molly","SR-4","Abilene Christian vs TCU","Sep 1, 2017","4K","15:26.5","46th"
"TCU","Hamel, Molly","SR-4","TCU vs Baylor","Sep 1, 2017","4K","15:26.5","47th"
"TCU","Hamel, Molly","SR-4","TCU vs Texas State","Sep 1, 2017","4K","15:26.5","46th"
"TCU","Hamel, Molly","SR-4","Longhorn Invitational","Apr 28-29, 2017","3000","10:41.35","7th (F)"
"TCU","Hamel, Molly","SR-4","Michael Johnson Invitational","Apr 22, 2017","5000","18:10.43","11th (F)"
"TCU","Hamel, Molly","SR-4","2017 Horned Frog Invitational","Apr 15, 2017","5000","18:54.41","2nd (F)"
"TCU","Hamel, Molly","SR-4","2017 TCU Invitational","Mar 17-18, 2017","3000","10:40.56","11th (F)"
"TCU","Hamel, Molly","SR-4","Dunamis Sports Group College Classic II","Feb 10, 2017","3000","10:32.32","16th (F)"
"TCU","Hamel, Molly","SR-4","Charlie Thomas Invitational","Feb 3-4, 2017","5000","17:57.03","9th (F)"
"TCU","Hamel, Molly","SR-4","Texas A&M Aggie Invitational","Jan 21, 2017","3000","10:34.81","18th (F)"
"TCU","Johnston, Kirsten","JR-3","NCAA Division I South Central Region Cross Country Championships","Nov 9, 2018","6K","22:31.8","58th"
"TCU","Johnston, Kirsten","JR-3","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:39.1","38th"
"TCU","Johnston, Kirsten","JR-3","Arturo Barrios Invitational","Oct 13, 2018","6K","21:47.3","37th"
"TCU","Johnston, Kirsten","JR-3","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","22:14.1","188th"
"TCU","Johnston, Kirsten","JR-3","Texas A&M Invitational","Sep 22, 2018","6K","22:20.1","11th"
"TCU","Johnston, Kirsten","JR-3","Bear Twilight","Aug 31, 2018","4K","14:22.5","10th"
"TCU","Johnston, Kirsten","JR-3","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","5000","17:47.39","17th (F)"
"TCU","Johnston, Kirsten","JR-3","National Relay Championships","Apr 27-28, 2018","5000","18:13.36","8th (F)"
"TCU","Johnston, Kirsten","JR-3","UF Tom Jones Memorial","Apr 13, 2018","3000","10:22.98","5th (F)"
"TCU","Johnston, Kirsten","JR-3","39th Sun Angel Classic","Apr 5-7, 2018","3000","10:43.47","13th (F)"
"TCU","Johnston, Kirsten","JR-3","Roadrunner Invitational","Mar 22-24, 2018","1500","4:54.49","19th (F)"
"TCU","Johnston, Kirsten","JR-3","2018 TCU Invitational","Mar 16-17, 2018","3000","10:24.08","9th (F)"
"TCU","Johnston, Kirsten","JR-3","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","DNS","88th"
"TCU","Johnston, Kirsten","JR-3","Joe Piane Notre Dame Invitational","Sep 29, 2017","5K","18:52.1","142nd"
"TCU","Johnston, Kirsten","JR-3","Texas A&M Invitational","Sep 23, 2017","6K","22:24.6","38th"
"TCU","Johnston, Kirsten","JR-3","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","15:15.4","21st"
"TCU","Johnston, Kirsten","JR-3","Abilene Christian vs TCU","Sep 1, 2017","4K","14:48.7","25th"
"TCU","Johnston, Kirsten","JR-3","TCU vs Baylor","Sep 1, 2017","4K","14:48.7","26th"
"TCU","Johnston, Kirsten","JR-3","TCU vs Texas State","Sep 1, 2017","4K","14:48.7","25th"
"TCU","Johnston, Kirsten","JR-3","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","5000","17:44.72","25th (F)"
"TCU","Johnston, Kirsten","JR-3","Longhorn Invitational","Apr 28-29, 2017","3000","10:19.59","3rd (F)"
"TCU","Johnston, Kirsten","JR-3","Michael Johnson Invitational","Apr 22, 2017","5000","17:26.70","5th (F)"
"TCU","Johnston, Kirsten","JR-3","2017 Horned Frog Invitational","Apr 15, 2017","1500","4:45.56","5th (F)"
"TCU","Johnston, Kirsten","JR-3","Jim Click Shootout","Apr 8, 2017","3000","10:28.81","3rd (F)"
"TCU","Johnston, Kirsten","JR-3","2017 TCU Invitational","Mar 17-18, 2017","1500","4:43.07","5th (F)"
"TCU","Johnston, Kirsten","JR-3","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","5000","DNF","32nd (F)"
"TCU","Johnston, Kirsten","JR-3","Dunamis Sports Group College Classic II","Feb 10, 2017","3000","10:17.98","10th (F)"
"TCU","Johnston, Kirsten","JR-3","Charlie Thomas Invitational","Feb 3-4, 2017","5000","17:50.84","5th (F)"
"TCU","Johnston, Kirsten","JR-3","New Mexico Team Invitational","Jan 28, 2017","3000","10:43.08","5th (F)"
"TCU","Johnston, Kirsten","JR-3","Big 12 Outdoor Track & Field Championships","May 13-15, 2016","10,000","37:17.68","13th (F)"
"TCU","Johnston, Kirsten","JR-3","2016 Drake Relays presented by Hy-Vee","Apr 27-30, 2016","10,000","36:02.07","14th (F)"
"TCU","Johnston, Kirsten","JR-3","Jim Click Shootout","Apr 9, 2016","3000","10:02.09","1st (F)"
"TCU","Johnston, Kirsten","JR-3","Ricardo Romo Invitational","Mar 24-26, 2016","3000","10:09.52","1st (F)"
"TCU","Johnston, Kirsten","JR-3","TCU Invitational","Mar 17-18, 2016","1500","4:44.69","11th (F)"
"TCU","Johnston, Kirsten","JR-3","Big 12 Indoor Track & Field Championships","Feb 26-27, 2016","5000","DNF","38th (F)"
"TCU","Johnston, Kirsten","JR-3","Tyson Invitational","Feb 12-13, 2016","3000","10:26.97","4th (F)"
"TCU","Johnston, Kirsten","JR-3","Charlie Thomas Invitational","Feb 5-6, 2016","5000","17:52.65","5th (F)"
"TCU","Johnston, Kirsten","JR-3","New Mexico Team Invitational","Jan 30, 2016","3000","10:30.24","13th (F)"
"TCU","Johnston, Kirsten","JR-3","Texas A&M Team Invitational","Jan 15-16, 2016","3000","10:16.13","13th (F)"
"TCU","Mandel, Evelyn","SO-2","NCAA Division I South Central Region Cross Country Championships","Nov 9, 2018","6K","22:01.1","39th"
"TCU","Mandel, Evelyn","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:11.7","25th"
"TCU","Mandel, Evelyn","SO-2","Arturo Barrios Invitational","Oct 13, 2018","6K","21:33.9","26th"
"TCU","Mandel, Evelyn","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","21:25.3","120th"
"TCU","Mandel, Evelyn","SO-2","Texas A&M Invitational","Sep 22, 2018","6K","22:01.7","5th"
"TCU","Mandel, Evelyn","SO-2","Bear Twilight","Aug 31, 2018","4K","13:52.2","4th"
"TCU","Mandel, Evelyn","SO-2","NCAA Division I South Central Region Cross Country Championships","Nov 10, 2017","6K","21:01.8","38th"
"TCU","Mandel, Evelyn","SO-2","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","21:59.8","53rd"
"TCU","Mandel, Evelyn","SO-2","Joe Piane Notre Dame Invitational","Sep 29, 2017","5K","18:05.8","108th"
"TCU","Mandel, Evelyn","SO-2","Texas A&M Invitational","Sep 23, 2017","6K","21:59.0","27th"
"TCU","Mandel, Evelyn","SO-2","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","14:29.6","6th"
"TCU","Mandel, Evelyn","SO-2","Abilene Christian vs TCU","Sep 1, 2017","4K","14:25.5","18th"
"TCU","Mandel, Evelyn","SO-2","TCU vs Baylor","Sep 1, 2017","4K","14:25.5","19th"
"TCU","Mandel, Evelyn","SO-2","TCU vs Texas State","Sep 1, 2017","4K","14:25.5","18th"
"TCU","Suarez, Emily","SR-4","NCAA Division I South Central Region Cross Country Championships","Nov 9, 2018","6K","24:42.0","135th"
"TCU","Suarez, Emily","SR-4","Big 12 Cross Country Championships","Oct 26, 2018","6K","24:17.5","87th"
"TCU","Suarez, Emily","SR-4","Arturo Barrios Invitational","Oct 13, 2018","6K","24:02.3","163rd"
"TCU","Suarez, Emily","SR-4","Texas A&M Invitational","Sep 22, 2018","6K","25:26.6","95th"
"TCU","Suarez, Emily","SR-4","Bear Twilight","Aug 31, 2018","4K","15:34.3","40th"
"TCU","Suarez, Emily","SR-4","2018 TCU Invitational","Mar 16-17, 2018","3000","11:21.50","22nd (F)"
"TCU","Suarez, Emily","SR-4","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","16:11.2","40th"
"TCU","Suarez, Emily","SR-4","Abilene Christian vs TCU","Sep 1, 2017","4K","15:48.4","54th"
"TCU","Suarez, Emily","SR-4","TCU vs Baylor","Sep 1, 2017","4K","15:48.4","55th"
"TCU","Suarez, Emily","SR-4","TCU vs Texas State","Sep 1, 2017","4K","15:48.4","54th"
"TCU","Suarez, Emily","SR-4","Reveille Invitational","Dec 10, 2016","Mile","5:24.86","15th (F)"
"TCU","Suarez, Emily","SR-4","Charlie Thomas Invitational","Feb 5-6, 2016","5000","19:22.31","12th (F)"
"TCU","Tomaini, Lindsay","JR-3","NCAA Division I South Central Region Cross Country Championships","Nov 9, 2018","6K","22:35.3","59th"
"TCU","Tomaini, Lindsay","JR-3","Big 12 Cross Country Championships","Oct 26, 2018","6K","21:40.9","41st"
"TCU","Tomaini, Lindsay","JR-3","Arturo Barrios Invitational","Oct 13, 2018","6K","21:55.7","46th"
"TCU","Tomaini, Lindsay","JR-3","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","22:37.5","203rd"
"TCU","Tomaini, Lindsay","JR-3","Texas A&M Invitational","Sep 22, 2018","6K","22:13.5","9th"
"TCU","Tomaini, Lindsay","JR-3","Bear Twilight","Aug 31, 2018","4K","13:58.4","6th"
"TCU","Tomaini, Lindsay","JR-3","New Mexico Team Invitational","Jan 27, 2018","3000","10:56.57","17th (F)"
"TCU","Tomaini, Lindsay","JR-3","Red Raider Invitational","Jan 19, 2018","3000","10:54.92","11th (F)"
"TCU","Tomaini, Lindsay","JR-3","NCAA Division I South Central Region Cross Country Championships","Nov 10, 2017","6K","21:43.2","69th"
"TCU","Tomaini, Lindsay","JR-3","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","22:26.7","64th"
"TCU","Tomaini, Lindsay","JR-3","Joe Piane Notre Dame Invitational","Sep 29, 2017","5K","18:37.8","136th"
"TCU","Tomaini, Lindsay","JR-3","Texas A&M Invitational","Sep 23, 2017","6K","21:45.3","19th"
"TCU","Tomaini, Lindsay","JR-3","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","14:44.3","10th"
"TCU","Tomaini, Lindsay","JR-3","Abilene Christian vs TCU","Sep 1, 2017","4K","14:31.5","19th"
"TCU","Tomaini, Lindsay","JR-3","TCU vs Baylor","Sep 1, 2017","4K","14:31.5","20th"
"TCU","Tomaini, Lindsay","JR-3","TCU vs Texas State","Sep 1, 2017","4K","14:31.5","19th"
"TCU","Tomaini, Lindsay","JR-3","Longhorn Invitational","Apr 28-29, 2017","3000","10:34.19","5th (F)"
"TCU","Tomaini, Lindsay","JR-3","2017 TCU Invitational","Mar 17-18, 2017","3000","10:23.46","10th (F)"
"TCU","Tomaini, Lindsay","JR-3","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","5000","DNF","38th (F)"
"TCU","Tomaini, Lindsay","JR-3","Dunamis Sports Group College Classic II","Feb 10, 2017","3000","10:26.10","14th (F)"
"TCU","Tomaini, Lindsay","JR-3","Charlie Thomas Invitational","Feb 3-4, 2017","5000","17:56.72","8th (F)"
"Texas","Bains, Shayna","SO-2","43rd Annual Norry Hersey Rice Invitational Cross Country Mee","Sep 7, 2018","4K","16:16.1","57th"
"Texas","Bains, Shayna","SO-2","Texas Invitational Cross Country Meet","Aug 31, 2018","4K","15:51.3","21st"
"Texas","Bains, Shayna","SO-2","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","16:21.9","44th"
"Texas","Bains, Shayna","SO-2","Aggie Opener","Sep 1, 2017","4.1K","15:48.1","27th"
"Texas","Blancaflor, Claudine","SO-2","Big 12 Cross Country Championships","Oct 26, 2018","6K","22:20.9","60th"
"Texas","Blancaflor, Claudine","SO-2","Arturo Barrios Invitational","Oct 13, 2018","6K","22:36.8","82nd"
"Texas","Blancaflor, Claudine","SO-2","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","22:34.7","69th"
"Texas","Blancaflor, Claudine","SO-2","43rd Annual Norry Hersey Rice Invitational Cross Country Mee","Sep 7, 2018","4K","14:40.7","13th"
"Texas","Blancaflor, Claudine","SO-2","Texas Invitational Cross Country Meet","Aug 31, 2018","4K","14:29.3","13th"
"Texas","Bollinger, Skyler","SO-2","43rd Annual Norry Hersey Rice Invitational Cross Country Mee","Sep 7, 2018","4K","14:24.7","8th"
"Texas","Bollinger, Skyler","SO-2","Texas Invitational Cross Country Meet","Aug 31, 2018","4K","13:47.0","5th"
"Texas","Bollinger, Skyler","SO-2","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","3000S","10:51.69","11th (F)"
"Texas","Bollinger, Skyler","SO-2","National Relay Championships","Apr 27-28, 2018","3000S","10:59.04","5th (F)"
"Texas","Bollinger, Skyler","SO-2","Bryan Clay Invitational","Apr 19-20, 2018","1500","DNF",""
"Texas","Bollinger, Skyler","SO-2","Mt. SAC Relays","Apr 19-21, 2018","3000S","10:51.12","17th (F)"
"Texas","Bollinger, Skyler","SO-2","Texas Invitational","Apr 13-14, 2018","1500","4:42.16","3rd (F)"
"Texas","Bollinger, Skyler","SO-2","Home Depot Clyde Littlefield Texas Relays","Mar 28-31, 2018","3000S","10:56.05","7th (F)"
"Texas","Bollinger, Skyler","SO-2","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","3000","DNF","13th (P)"
"Texas","Bollinger, Skyler","SO-2","2018 Husky Classic","Feb 9-10, 2018","Mile","5:05.87","67th (F)"
"Texas","Bollinger, Skyler","SO-2","New Mexico Classic","Feb 2-3, 2018","Mile","5:02.00","4th (F)"
"Texas","Bollinger, Skyler","SO-2","Texas A&M Quadrangular","Jan 20, 2018","Mile","4:57.24","4th (F)"
"Texas","Bollinger, Skyler","SO-2","2017 90th Clyde Littlefield Texas Relays","Mar 29 - Apr 1, 2017","1500","4:52.82","13th (F)"
"Texas","Bollinger, Skyler","SO-2","Penn State National Open","Oct 14, 2016","6K","22:16.4","137th"
"Texas","Bollinger, Skyler","SO-2","Joe Piane Invitational","Sep 30, 2016","5K","18:31.1","167th"
"Texas","Brudnick, Abigail","SO-2","43rd Annual Norry Hersey Rice Invitational Cross Country Mee","Sep 7, 2018","4K","15:44.7","43rd"
"Texas","Brudnick, Abigail","SO-2","Texas Invitational Cross Country Meet","Aug 31, 2018","4K","15:09.8","16th"
"Texas","Brudnick, Abigail","SO-2","adidas DI Pre Nationals","Oct 14, 2017","6K","23:17.2","152nd"
"Texas","Brudnick, Abigail","SO-2","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","15:20.6","24th"
"Texas","Brudnick, Abigail","SO-2","Aggie Opener","Sep 1, 2017","4.1K","15:30.1","17th"
"Texas","Collins, Destiny","JR-3","NCAA DI Cross Country Championships","Nov 17, 2018","6K","21:46.7","187th"
"Texas","Collins, Destiny","JR-3","NCAA Division I South Central Region Cross Country Championships","Nov 9, 2018","6K","20:46.5","7th"
"Texas","Collins, Destiny","JR-3","Big 12 Cross Country Championships","Oct 26, 2018","6K","20:06.7","4th"
"Texas","Collins, Destiny","JR-3","Arturo Barrios Invitational","Oct 13, 2018","6K","20:30.3","4th"
"Texas","Collins, Destiny","JR-3","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","20:34.9","39th"
"Texas","Collins, Destiny","JR-3","43rd Annual Norry Hersey Rice Invitational Cross Country Mee","Sep 7, 2018","4K","13:35.0","1st"
"Texas","Collins, Destiny","JR-3","Texas Invitational Cross Country Meet","Aug 31, 2018","4K","12:58.2","1st"
"Texas","Collins, Destiny","JR-3","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","5000","16:51.21","8th (F)"
"Texas","Collins, Destiny","JR-3","2018 Husky Classic","Feb 9-10, 2018","3000","9:41.03","55th (F)"
"Texas","Collins, Destiny","JR-3","New Mexico Classic","Feb 2-3, 2018","3000","9:59.41","1st (F)"
"Texas","Collins, Destiny","JR-3","Texas A&M Quadrangular","Jan 20, 2018","3000","9:40.20","2nd (F)"
"Texas","Collins, Destiny","JR-3","NCAA Division I Cross Country Championships","Nov 18, 2017","6K","20:58.2","134th"
"Texas","Collins, Destiny","JR-3","NCAA Division I South Central Region Cross Country Championships","Nov 10, 2017","6K","20:05.4","10th"
"Texas","Collins, Destiny","JR-3","2017 Big 12 Cross Country Championship","Oct 28, 2017","6K","20:23.0","7th"
"Texas","Collins, Destiny","JR-3","adidas DI Pre Nationals","Oct 14, 2017","6K","20:58.5","75th"
"Texas","Collins, Destiny","JR-3","Joe Piane Notre Dame Invitational","Sep 29, 2017","5K","17:04.2","33rd"
"Texas","Collins, Destiny","JR-3","Texas Invitational Cross Country Meet","Sep 14, 2017","4K","13:42.6","1st"
"Texas","Collins, Destiny","JR-3","Aggie Opener","Sep 1, 2017","4.1K","14:05.3","1st"
"Texas","Collins, Destiny","JR-3","Big 12 Outdoor Track & Field Championships","May 12-14, 2017","5000","17:42.12","24th (F)"
"Texas","Collins, Destiny","JR-3","Longhorn Invitational","Apr 28-29, 2017","3000","10:00.91","1st (F)"
"Texas","Collins, Destiny","JR-3","Texas Invitational","Apr 14-15, 2017","1500","4:53.39","16th (F)"
"Texas","Collins, Destiny","JR-3","2017 90th Clyde Littlefield Texas Relays","Mar 29 - Apr 1, 2017","DMR","11:35.23","3rd (F)"
"Texas","Collins, Destiny","JR-3","Victor Lopez Classic","Mar 23-25, 2017","4x400","4:17.72","13th (F)"
"Texas","Collins, Destiny","JR-3","Big 12 Indoor Track & Field Championships","Feb 24-25, 2017","3000","10:24.86","37th (F)"
"Texas","Collins, Destiny","JR-3","2017 Husky Classic","Feb 10-11, 2017","Mile","4:59.10","66th (F)"
"Texas","Collins, Destiny","JR-3","2017 Armory Track Invitational (Colleges)","Feb 3-4, 2017","3000","10:24.93","36th (F)"
"Texas","Collins, Destiny","JR-3","2017 Rod McCravy Memorial T&F Meet","Jan 20-21, 2017","3000","10:00.86","22nd (F)"
"Texas","Collins, Destiny","JR-3","Texas A&M Team Invitational","Jan 13-14, 2017","DMR","11:33.55","1st (F)"
"Texas","Collins, Destiny","JR-3","NCAA Division I South Central Region Cross Country Championships","Nov 11, 2016","6K","21:14.3","22nd"
"Texas","Collins, Destiny","JR-3","2016 Big 12 Cross Country Championships","Oct 29, 2016","6K","22:36.0","55th"
"Texas","Collins, Destiny","JR-3","Penn State National Open","Oct 14, 2016","6K","21:07.2","37th"
"Texas","Collins, Destiny","JR-3","Joe Piane Invitational","Sep 30, 2016","5K","17:37.2","88th"
"Texas","Crank, Gabby","JR-3","Big 12 Cross Country Championships","Oct 26, 2018","6K","22:39.1","67th"
"Texas","Crank, Gabby","JR-3","Arturo Barrios Invitational","Oct 13, 2018","6K","22:41.6","89th"
"Texas","Crank, Gabby","JR-3","Nuttycombe Wisconsin Invitational Presented By Under Armour","Sep 28, 2018","6K","22:56.4","213rd"
"Texas","Crank, Gabby","JR-3","43rd Annual Norry Hersey Rice Invitational Cross Country Mee","Sep 7, 2018","4K","14:34.7","11th"
"Texas","Crank, Gabby","JR-3","Texas Invitational Cross Country Meet","Aug 31, 2018","4K","13:52.6","8th"
"Texas","Crank, Gabby","JR-3","NCAA West Preliminary Round","May 24-26, 2018","800","2:07.24","14th (P)"
"Texas","Crank, Gabby","JR-3","Big 12 Conference Outdoor Track and Field Championships","May 11-13, 2018","800","2:07.35","4th (P)"
"Texas","Crank, Gabby","JR-3","National Relay Championships","Apr 27-28, 2018","4x800","8:40.53","4th (F)"
"Texas","Crank, Gabby","JR-3","Bryan Clay Invitational","Apr 19-20, 2018","800","2:05.22","6th (F)"
"Texas","Crank, Gabby","JR-3","Texas Invitational","Apr 13-14, 2018","800","2:10.58","4th (F)"
"Texas","Crank, Gabby","JR-3","Home Depot Clyde Littlefield Texas Relays","Mar 28-31, 2018","DMR","11:35.52","4th (F)"
"Texas","Crank, Gabby","JR-3","Big 12 Indoor Track & Field Championships","Feb 23-24, 2018","DMR","11:31.09","5th (F)"
